GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21200526,401,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-35,208,1,1,20130109,GSW,MEM
Shot Chart Detail,21200526,411,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,209,1,0,20130109,GSW,MEM
Shot Chart Detail,21200526,429,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,217,138,1,1,20130109,GSW,MEM
Shot Chart Detail,21200526,469,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,154,222,1,1,20130109,GSW,MEM
Shot Chart Detail,21200526,477,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,4,64,1,0,20130109,GSW,MEM
Shot Chart Detail,21200540,5,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,1,201,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,33,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-40,132,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,0,274,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,140,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,9,257,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,211,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,220,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,28,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,47,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,248,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-11,146,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-70,205,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,291,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-8,194,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,310,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,94,77,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,319,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-136,227,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,330,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,41,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,339,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,8,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,19,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,144,88,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,56,214,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,37,197,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,391,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,49,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-120,132,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,421,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-27,209,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,423,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,206,1,1,20130111,GSW,POR
Shot Chart Detail,21200540,428,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,67,108,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,437,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,231,1,0,20130111,GSW,POR
Shot Chart Detail,21200540,464,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-90,265,1,0,20130111,GSW,POR
Shot Chart Detail,21200553,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,10,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,25,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,34,156,1,0,20130113,DEN,GSW
Shot Chart Detail,21200553,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,129,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,174,179,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,143,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,17,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,53,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,146,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-242,-13,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,148,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,135,1,0,20130113,DEN,GSW
Shot Chart Detail,21200553,150,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,126,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,172,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-193,127,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,204,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,91,250,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,282,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,144,220,1,0,20130113,DEN,GSW
Shot Chart Detail,21200553,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,21,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,65,116,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,400,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,13,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-67,82,1,0,20130113,DEN,GSW
Shot Chart Detail,21200553,416,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-48,225,1,0,20130113,DEN,GSW
Shot Chart Detail,21200553,444,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,39,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,-5,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,448,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,200,1,1,20130113,DEN,GSW
Shot Chart Detail,21200553,450,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-3,1,0,20130113,DEN,GSW
Shot Chart Detail,21200553,478,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,1,1,0,20130113,DEN,GSW
Shot Chart Detail,21200596,10,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,129,216,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,60,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,154,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,141,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-101,230,1,1,20130119,NOH,GSW
Shot Chart Detail,21200596,151,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,36,183,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,201,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,23,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,280,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-103,123,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,36,181,1,1,20130119,NOH,GSW
Shot Chart Detail,21200596,323,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,113,189,1,1,20130119,NOH,GSW
Shot Chart Detail,21200596,325,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,157,186,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,31,255,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,421,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,157,1,1,20130119,NOH,GSW
Shot Chart Detail,21200596,459,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-153,137,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,502,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-128,219,1,1,20130119,NOH,GSW
Shot Chart Detail,21200596,516,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-59,198,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,6,119,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,528,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,83,184,1,0,20130119,NOH,GSW
Shot Chart Detail,21200596,573,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-172,165,1,0,20130119,NOH,GSW
Shot Chart Detail,21200610,36,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,35,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,60,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,130,238,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,94,179,1,0,20130121,GSW,LAC
Shot Chart Detail,21200610,190,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,121,239,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,203,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,10,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,154,94,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,206,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,19,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,20,1,0,20130121,GSW,LAC
Shot Chart Detail,21200610,229,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,23,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,22,1,0,20130121,GSW,LAC
Shot Chart Detail,21200610,250,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,10,172,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,272,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-161,214,1,0,20130121,GSW,LAC
Shot Chart Detail,21200610,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,19,1,0,20130121,GSW,LAC
Shot Chart Detail,21200610,386,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,203,198,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,398,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,7,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,74,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,412,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,182,213,1,1,20130121,GSW,LAC
Shot Chart Detail,21200610,452,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,190,1,1,20130121,GSW,LAC
Shot Chart Detail,21200628,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,56,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,48,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,2,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-127,148,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,131,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,75,269,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,176,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,160,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,23,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,221,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,265,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,225,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,260,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,216,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,263,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,205,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,118,170,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,295,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,213,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,297,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,29,190,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,122,154,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,321,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,30,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-52,105,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,7,Made Shot,Driving Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,31,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,336,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,193,181,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,340,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,182,209,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,224,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,50,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,30,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,4,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-8,72,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-166,206,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,431,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20130123,GSW,OKC
Shot Chart Detail,21200628,433,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,260,1,0,20130123,GSW,OKC
Shot Chart Detail,21200628,526,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,24,252,1,0,20130123,GSW,OKC
Shot Chart Detail,21200636,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,72,189,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,0,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-23,123,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-14,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-16,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,5,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,1,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,176,99,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,148,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-190,83,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,160,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,141,157,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,174,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-2,183,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,176,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,246,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,219,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,55,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,192,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,267,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,42,205,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,176,172,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,301,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-123,213,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,352,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,185,170,1,0,20130125,CHI,GSW
